Commune;Cercle;Secteur;Lieu-dit;Date attaque;Num semaine;Animaux concernés;Victimes constatées;Taille troupeau ou lot;Conclusion expertise_ DDT;Decision indemnisation;Protocole;Num AP tir
CHANTEPÉRIER;1;Valbonnais;La Peyra;21/10/2023;42;Ovin;1;650;Loup typé;Oui;O;38-2023-05-15
VALBONNAIS;1;Valbonnais;;22/10/2023;42;Veau;1;27;Indéterminé;Oui;;
VALJOUFFREY;1;Valjouffrey;Petit Vallon;12/08/2023;32;Ovin;3;1;Indéterminé;Oui;O;
VALJOUFFREY;1;Valjouffrey;Le Désert;11/09/2023;37;Caprin;1;1;Indéterminé;Oui;N;
VALJOUFFREY;1;Valjouffrey;Les Faures;27/09/2023;39;Ovin;2;340;Loup typé;Oui;N;
VALJOUFFREY;1;Valjouffrey;Côte Belle;27/09/2023;39;Ovin;1;1;Loup non exclu;Oui;O;
VALJOUFFREY;1;Valjouffrey;Servielle;06/10/2023;40;Ovin;1;;Indéterminé;Oui;N;
VALJOUFFREY;1;Valjouffrey;Font Turbat;15/10/2023;41;Ovin;1;;Loup typé;Oui;O;
VALJOUFFREY;1;Valjouffrey;Entraigues;19/10/2023;42;Ovin;1;104;Loup typé;Oui;N;
VALJOUFFREY;1;Valjouffrey;;01/11/2023;44;Ovin;2;400;Loup typé;Oui;N;
VALJOUFFREY;1;Valjouffrey;;25/11/2023;47;Ovin;1;;Loup typé;Oui;N;
VAL-DE-VIRIEU;3;Vallée du Liers et Plateau du Blanchet;Rt de Château-Gaillard;17/04/2023;16;Veau naissant;1;24;Indéterminé;Oui;;
BLANDIN;3;Vallée du Liers et Plateau du Blanchet;;13/06/2023;24;Veau;1;9;Indéterminé;Non - loup exclu;N;
CHAMPIER;1;Vallée du Liers et Plateau du Blanchet;;03/12/2023;48;Ovin;1;;Charognard;Non - loup exclu;N;
ROUSSILLON;3;Vallée du Rhône entre Vienne et Tournon;Rt de l’Abbé Peyssoneau;01/03/2023;9;Ovin;1;24;Indéterminé;Non indemnisable;;
VERNIOZ;3;Vallée du Rhône entre Vienne et Tournon;Font Froide;12/04/2023;15;Caprin;1;9;Loup typé;Non indemnisable;;
CHEYSSIEU;3;Vallée du Rhône entre Vienne et Tournon;Chemin de la Plaine;17/04/2023;16;Ovin;12;30;Loup typé;Oui;;
ROUSSILLON;3;Vallée du Rhône entre Vienne et Tournon;;17/05/2023;20;Ovin;1;16;Indéterminé;Non - loup exclu;N;
ASSIEU;2;Vallée du Rhône entre Vienne et Tournon;Rue de Charinas;22/05/2023;21;Ovin;1;2;Loup typé;Non indemnisable;N;
SAINT-ROMAIN-DE-SURIEU;3;Vallée du Rhône entre Vienne et Tournon;Centre social stade;25/05/2023;21;Ovin;8;40;Loup typé;Oui;N;
LES DEUX ALPES;1;Vénéon;La Selle;15/08/2023;33;Ovin;5;1500;Loup typé;Oui;O;38-2023-08-24-006
LES DEUX ALPES;1;Vénéon;Alpage des Deux Alpes;18/08/2023;33;Ovin;1;1497;Loup typé;Oui;O;38-2023-08-24-006
LES DEUX ALPES;1;Vénéon;;28/08/2023;33;Ovin;2;1500;Indéterminé;Oui;O;38-2023-08-24-006
LES DEUX ALPES;1;Vénéon;La Selle;04/09/2023;36;Ovin;1;1;Loup typé;Oui;O;38-2023-08-24-006
LANS-EN-VERCORS;1;Vercors 4 Montagnes;Col de l’Arc;23/07/2023;29;Ovin;4;1051;Loup typé;Oui;O;38-2022-01-25-00005
LANS-EN-VERCORS;1;Vercors 4 Montagnes;Pic St Michel;26/07/2023;30;Ovin;2;1040;Loup typé;Oui;O;38-2022-02-09-00006
LANS-EN-VERCORS;1;Vercors 4 Montagnes;Col de l'Arc;31/07/2023;31;Ovin;1;1;Indéterminé;Oui;O;38-2022-02-09-00006
LANS-EN-VERCORS;1;Vercors 4 Montagnes;Combe Oursière;02/08/2023;31;Ovin;2;2;Indéterminé;Oui;O;38-2022-02-09-00006
ENGINS;1;Vercors 4 Montagnes;Sornin;04/08/2023;31;Ovin;1;900;Loup typé;Oui;O;38-2022-09-01-00001
CORRENÇON-EN-VERCORS;1;Vercors 4 Montagnes;Combeauvieux;07/08/2023;32;Ovin;1;550;Loup non exclu;Oui;N;
ENGINS;1;Vercors 4 Montagnes;Les Clapiers;13/08/2023;32;Ovin;1;883;Indéterminé;Oui;N;
LANS-EN-VERCORS;1;Vercors 4 Montagnes;Pic St Michel;14/08/2023;33;Ovin;8;801;Loup typé;Oui;O;38-2022-02-09-00006
ENGINS;1;Vercors 4 Montagnes;Plateau de Sornin;14/08/2023;33;Ovin;1;883;Indéterminé;Oui;N;
LANS-EN-VERCORS;1;Vercors 4 Montagnes;Pic St Michel;16/08/2023;33;Ovin;4;4;Loup typé;Oui;O;38-2022-02-09-00006
ENGINS;1;Vercors 4 Montagnes;Sornin;28/08/2023;35;Ovin;1;883;Indéterminé;Oui;O;38-2022-09-01-00001
VILLARD-DE-LANS;1;Vercors 4 Montagnes;Roybon;29/08/2023;35;Bovin;4;110;Loup typé;Oui;N;
ENGINS;1;Vercors 4 Montagnes;Sornin;05/09/2023;36;Ovin;1;883;Loup typé;Oui;O;38-2022-09-01-00001
LANS-EN-VERCORS;1;Vercors 4 Montagnes;Station de ski;10/09/2023;36;Ovin;15;35;Loup typé;Oui;O;38-2022-02-09-00006
VILLARD-DE-LANS;1;Vercors 4 Montagnes;La Côte 2000;17/09/2023;37;Ovin;1;535;Loup typé;Oui;N;
ENGINS;1;Vercors 4 Montagnes;Sornin;19/09/2023;38;Ovin;1;874;Indéterminé;Oui;O;38-2022-09-01-00001
ENGINS;1;Vercors 4 Montagnes;Sornin;21/09/2023;38;Ovin;1;874;Loup non exclu;Oui;O;38-2022-09-01-00001
VILLARD-DE-LANS;1;Vercors 4 Montagnes;le Cornafion;28/09/2023;39;Ovin;1;420;Loup typé;Oui;O;38-2020-07-22-003
VILLARD-DE-LANS;1;Vercors 4 Montagnes;le Cornafion;29/08/2023;39;Ovin;1;1;Loup typé;Oui;O;38-2020-07-22-003
LE GUA;1;Vercors Balcons Est;Saint Barthélémy;20/01/2023;3;Canin;1;1;Loup non exclu;Non indemnisable;;
GRESSE-EN-VERCORS;1;Vercors Balcons Est;Haut de Gresse;22/01/2023;3;Veau naissant;1;6;Indéterminé;Oui;O;38-2020-09-07-002
GRESSE-EN-VERCORS;1;Vercors Balcons Est;Chandelier;23/03/2023;12;Veau;1;95;Indéterminé;Oui;O;38-2020-09-07-002
SAINT-ANDÉOL;1;Vercors Balcons Est;Garneyre;26/06/2023;26;Ovin;5;89;Loup typé;Oui;O;38-2017-05-09-004
GRESSE-EN-VERCORS;1;Vercors Balcons Est;Saint-Guillaume;19/05/2023;20;Veau;4;11;Indéterminé;Non indemnisable;N;/
GRESSE-EN-VERCORS;1;Vercors Balcons Est;Chauplane;27/05/2023;21;Bovin;14;176;Indéterminé;Oui;N;
SAINT-GUILLAUME;1;Vercors Balcons Est;La Châtelette;24/07/2023;30;Ovin;6;39;Loup typé;Oui;N;
GRESSE-EN-VERCORS;1;Vercors Balcons Est;Le Brisou;30/07/2023;30;Ovin;4;342;Loup typé;Oui;O;38-2022-08-09-00001
SAINT-GUILLAUME;1;Vercors Balcons Est;Bouveterre;01/08/2023;31;Ovin;11;24;Loup typé;Oui;O;38-2021-04-22-00001
SAINT-GUILLAUME;1;Vercors Balcons Est;Maninaire;02/08/2023;31;Ovin;1;2;Loup typé;Non indemnisable;N;
GRESSE-EN-VERCORS;1;Vercors Balcons Est;Le Brisou;03/08/2023;31;Ovin;1;327;Loup non exclu;Non indemnisable;O;38-2022-08-09-00001
GRESSE-EN-VERCORS;1;Vercors Balcons Est;Station de ski;03/08/2023;31;Ovin;2;160;Loup typé;Oui;O;38-2022-02-09-00007
GRESSE-EN-VERCORS;1;Vercors Balcons Est;Bois du Four;03/08/2023;31;Veau naissant;1;10;Indéterminé;Oui;O;38-2020-09-07-002
LE GUA;1;Vercors Balcons Est;Les Amieux;16/09/2023;37;Veau naissant;1;5;Loup non exclu;Oui;O;38-2023-11-02-00001
SAINT-GUILLAUME;1;Vercors Balcons Est;Plan Grisail;19/09/2023;38;Ovin;10;24;Loup typé;Oui;N;
GRESSE-EN-VERCORS;1;Vercors Balcons Est;Le Brisou;19/09/2023;38;Ovin;1;295;Loup typé;Oui;O;38-2022-08-09-00001
GRESSE-EN-VERCORS;1;Vercors Balcons Est;Chauplane;22/09/2023;38;Bovin;1;200;Indéterminé;Oui;N;
SAINT-GUILLAUME;1;Vercors Balcons Est;Le Grisail;24/09/2023;38;Ovin;3;140;Loup typé;Oui;O;38-2021-04-22-00001
SAINT-PAUL-LÈS-MONESTIER;1;Vercors Balcons Est;Le Village;25/09/2023;39;Ovin;3;;Loup typé;Oui;O;38-2021-04-22-00001
SAINT-GUILLAUME;1;Vercors Balcons Est;Le Pra;26/09/2023;39;Ovin;1;4;Loup non exclu;Oui;;
GRESSE-EN-VERCORS;1;Vercors Balcons Est;Chauplane;28/09/2023;39;Bovin;1;200;Indéterminé;Oui;N;
GRESSE-EN-VERCORS;1;Vercors Balcons Est;;03/10/2023;40;Veau;1;;Indéterminé;Non indemnisable;O;38-2020-09-07-002
SAINT-GUILLAUME;1;Vercors Balcons Est;;03/11/2023;44;Ovin;2;;Loup typé;Oui;O;38-2021-04-22-00001
SAINT-PAUL-LÈS-MONESTIER;1;Vercors Balcons Est;;15/11/2023;46;Ovin;5;;Loup typé;Oui;O;38-2021-09-24-00001
SAINT-PAUL-LÈS-MONESTIER;1;Vercors Balcons Est;;16/11/2023;46;Ovin;4;;Loup typé;Oui;O;38-2021-09-24-00001
GRESSE-EN-VERCORS;1;Vercors Balcons Est;Col de l'Alima;30/11/2023;48;Bovin;1;;Indéterminé;Non indemnisable;O;38-2020-09-07-002
GRESSE-EN-VERCORS;1;Vercors Hauts Plateaux;La Chau;12/07/2023;28;Ovin;2;1285;Loup non exclu;Oui;N;/
GRESSE-EN-VERCORS;1;Vercors Hauts Plateaux;La Chau;21/07/2023;29;Ovin;36;1285;Loup typé;Oui;N;/
GRESSE-EN-VERCORS;1;Vercors Hauts Plateaux;Combe Mâle;27/07/2023;30;Ovin;2;1800;Loup typé;Oui;N;/
GRESSE-EN-VERCORS;1;Vercors Hauts Plateaux;La Chau;01/08/2023;31;Ovin;2;1285;Loup typé;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Jas Neuf;04/08/2023;31;Ovin;3;252;Loup typé;Oui;N;/
GRESSE-EN-VERCORS;1;Vercors Hauts Plateaux;Grande Cabane;04/08/2023;31;Ovin;1;80;Loup typé;Oui;N;/
GRESSE-EN-VERCORS;1;Vercors Hauts Plateaux;La Chau;10/08/2023;32;Ovin;2;1285;Loup typé;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Jas Neuf;12/08/2023;32;Ovin;1;1;Indéterminé;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Montaveilla;13/08/2023;32;Ovin;1;250;Loup typé;Oui;N;/
GRESSE-EN-VERCORS;1;Vercors Hauts Plateaux;Grande Cabane;14/08/2023;33;Ovin;1;4302;Loup non exclu;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Peyre Rouge;17/08/2023;33;Ovin;1;1600;Loup non exclu;Oui;N;/
GRESSE-EN-VERCORS;1;Vercors Hauts Plateaux;Tête du Faisan;20/08/2023;33;Ovin;1;1730;Loup typé;Oui;N;/
GRESSE-EN-VERCORS;1;Vercors Hauts Plateaux;Fontaine de Bonneveau;22/08/2023;34;Ovin;10;40;Loup typé;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Peyre Rouge;25/08/2023;34;Ovin;1;1;Loup non exclu;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Jas Neuf;28/08/2023;35;Ovin;1;1;Loup typé;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Peyre Rouge;28/08/2023;35;Ovin;2;3470;Loup non exclu;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Peyre Rouge;29/08/2023;35;Ovin;1;3470;Loup typé;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Pas des Bachassons;08/09/2023;36;Ovin;1;1;Loup non exclu;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Montaveilla;07/09/2023;36;Ovin;1;1;Loup typé;Oui;N;/
GRESSE-EN-VERCORS;1;Vercors Hauts Plateaux;Bonneveau;07/09/2023;36;Ovin;6;2125;Loup typé;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Peyre Rouge;08/09/2023;36;Ovin;1;1;Indéterminé;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Jas Neuf;19/09/2023;38;Ovin;1;1;Loup typé;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Peyre Rouge;24/09/2023;38;Ovin;3;3;Loup typé;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Jas Neuf;30/09/2023;39;Ovin;1;1567;Loup typé;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Prés Garet;04/10/2023;40;Ovin;1;61;Loup typé;Oui;O;38-2021-04-19-00002
CHICHILIANNE;1;Vercors Hauts Plateaux;;09/10/2023;41;Ovin;1;2;Indéterminé;Oui;N;/
CHICHILIANNE;1;Vercors Hauts Plateaux;Jardin du Roy;10/10/2023;41;Ovin;1;988;Loup non exclu;;;
IZERON;1;Vercors Nord;Charvolet;20/02/2023;8;Autre;3;11;Loup non exclu;Non indemnisable;;
IZERON;1;Vercors Nord;Hameau de San;05/04/2023;14;Ovin;3;;Indéterminé;Non indemnisable;;
SAINT-QUENTIN-SUR-ISÈRE;1;Vercors Nord;Matinerie;30/06/2023;26;Ovin;8;46;Loup typé;Oui;O;38-2022-05-16-00006
MALLEVAL-EN-VERCORS;1;Vercors Nord;Village;31/07/2023;31;Ovin;13;41;Loup typé;Oui;O;38-2021-06-04-00005
MALLEVAL-EN-VERCORS;1;Vercors Nord;Le Moulin;14/08/2023;33;Caprin;1;1;Indéterminé;Oui;O;38-2021-06-04-00005
RENCUREL;1;Vercors Nord;Col de Romeyère;27/09/2023;39;Veau;2;;Indéterminé;Non indemnisable;;
MONTAUD;1;Vercors Nord;;27/09/2023;39;Ovin;1;;Loup non exclu;Oui;;
COUBLEVIE;1;Voironnais;;10/07/2023;28;Bovin;1;10;Indéterminé;Non - loup exclu;N;
CHIRENS;3;Voironnais;La Louvatière;05/09/2023;36;Veau naissant;1;11;Indéterminé;Non indemnisable;N;
RIVES;2;Voironnais;;02/11/2023;44;Bovin;1;;Loup typé;Oui;N;
MOIDIEU-DETOURBE;2;Balmes Viennoises;;28/04/2024;17;Ovin;1;;Loup non exclu;Non indemnisable;;
JARDIN;2;Balmes Viennoises;;24/11/2024;47;Veau;1;7;Loup non exclu;Oui;N;
SEYSSINNET-PARISET;1;Bas Drac;La Tour sans Venin;10/05/2024;19;Ovin;1;480;Loup non exclu;Oui;O;38-2022-01-25-00005
SEYSSINNET-PARISET;1;Bas Drac;La Tour sans Venin;21/05/2024;21;Ovin;1;480;Loup non exclu;Oui;O;38-2022-01-25-00005
SEYSSINNET-PARISET;1;Bas Drac;La Tour sans Venin;25/05/2024;21;Ovin;1;477;Indéterminé;Oui;O;38-2022-01-25-00005
SEYSSINNET-PARISET;1;Bas Drac;;11/12/2024;50;Ovin;1;600;Loup non exclu;Oui;O;38-2022-01-25-00005
CHATTE;1;Bas Grésivaudan;;22/02/2024;8;Ovin;15;32;Chien;Non - loup exclu;N;
SAINT-PIERRE-DE-MEAROZ;1;Beaumont;;07/05/2024;10;Autre;1;8;Loup non exclu;Oui;O;38-2024-04-02-00012
LA SALETTE-FALLAVAUX;1;Beaumont;Dorcière;22/05/2024;21;Caprin;1;36;Loup non exclu;Oui;O;38-2021-05-10-00009
LA SALETTE-FALLAVAUX;1;Beaumont;;17/06/2024;25;Caprin;1;63;Loup non exclu;Oui;O;38-2021-05-10-00009
SAINT-MICHEL-EN-BEAUMONT;1;Beaumont;;23/06/2024;25;Caprin;1;150;Loup non exclu;Oui;N;
CORPS;1;Beaumont;;01/07/2024;27;Bovin;2;43;Indéterminé;Oui;N;
LES CÔTES-DE-CORPS;1;Beaumont;;21/07/2024;29;Ovin;1;1020;Loup non exclu;Oui;O;38-2022-03-28-00009
QUET-EN-BEAUMONT;1;Beaumont;Le Cros;13/08/2024;33;Ovin;7;52;Loup typé;Oui;N;
LES CÔTES-DE-CORPS;1;Beaumont;Côte Rouge;18/08/2024;33;Ovin;2;1065;Loup typé;Oui;O;38-2022-03-28-00009
SAINT-MICHEL-EN-BEAUMONT;1;Beaumont;Parquetout;22/08/2024;34;Veau naissant;1;17;Indéterminé;Oui;O;38-2023-05-10-00007 & 8
SAINT-MICHEL-EN-BEAUMONT;1;Beaumont;;02/09/2024;36;Caprin;2;25;Loup non exclu;Oui;O;38-2023-05-10-00007 & 8
CORPS;1;Beaumont;L’Adverseil;12/09/2024;37;Bovin;1;3;Indéterminé;Oui;N;
SAINT-MICHEL-EN-BEAUMONT;1;Beaumont;La Versane;29/10/2024;44;Equin;1;2;Loup non exclu;Oui;O;38-2023-05-10-00007 & 8
THEYS;1;Belledonne Centre;La Coche;30/03/2024;13;Ovin;1;5;Loup non exclu;Oui;N;
THEYS;1;Belledonne Centre;;22/06/2024;25;Veau naissant;1;5;Loup non exclu;Oui;O;38-2024-07-16-00001
ALLEMOND;1;Belledonne Centre;;17/07/2024;29;Ovin;1;108;Loup non exclu;Oui;O;38-2021-06-08-00037
LE HAUT-BRÉDA;1;Belledonne Centre;Les 7 Laux;21/07/2024;29;Ovin;20;1280;Loup non exclu;Oui;O;38-2021-08-31-00009
SAINTE-AGNÈS;1;Belledonne Centre;;03/10/2024;31;Ovin;1;380;Loup non exclu;Oui;O;38-2019-06-07-030
LE HAUT-BRÉDA;1;Belledonne Centre;Les 7 Laux;03/10/2024;31;Ovin;1;1270;Indéterminé;Oui;O;38-2021-08-31-00009
LE HAUT-BRÉDA;1;Belledonne Centre;Combe madame;09/08/2024;32;Ovin;2;705;Loup typé;Oui;N;
SAINTE-AGNÈS;1;Belledonne Centre;Alpage Jean Collet;14/08/2024;33;Ovin;2;380;Loup typé;Oui;O;38-2019-06-07-030
LE HAUT-BRÉDA;1;Belledonne Centre;Les 7 Laux;21/08/2024;34;Ovin;3;1234;Indéterminé;Oui;O;38-2021-08-31-00009
LE HAUT-BRÉDA;1;Belledonne Centre;Le Grand Thiervoz;23/08/2024;34;Ovin;4;572;Indéterminé;Oui;O;38-2021-08-18-00001
THEYS;1;Belledonne Centre;;28/08/2024;35;Veau;2;170;Indéterminé;Oui;N;
LE HAUT-BRÉDA;1;Belledonne Centre;Les 7 Laux la Cantine;02/09/2024;36;Ovin;9;1268;Loup non exclu;Oui;O;38-2021-08-31-00009
LE CHAMP-PRÈS-FROGES;1;Belledonne Centre;;18/09/2024;38;Ovin;1;9;Indéterminé;Oui;N;
LE HAUT-BRÉDA;1;Belledonne Centre;;20/09/2024;38;Bovin;1;83;Indéterminé;Oui;N;
LE HAUT-BRÉDA;1;Belledonne Centre;La Ferrière;25/09/2024;39;Ovin;1;115;Indéterminé;Oui;O;38-2022-04-27-00001
LE HAUT-BRÉDA;1;Belledonne Centre;;26/09/2024;39;Bovin;1;43;Indéterminé;Oui;N;
THEYS;1;Belledonne Centre;;13/10/2024;41;Veau;1;7;Loup non exclu;Oui;N;
ALLEMOND;1;Belledonne Centre;les Chalmettes;15/11/2024;46;Ovin;1;55;Loup non exclu;Oui;O;38-2021-06-08-00037
LAVAL;1;Belledonne Centre;;21/11/2024;47;Veau;2;15;Loup non exclu;Oui;N;
ALLEVARD;1;Belledonne Nord;Clarabout;30/03/2024;13;Ovin;1;9;Loup non exclu;Oui;N;
CRETS-EN-BELLEDONNE;1;Belledonne Nord;;09/05/2024;19;Caprin;2;48;Loup non exclu;Oui;O;38-2020-09-14-006
CRETS-EN-BELLEDONNE;1;Belledonne Nord;;13/05/2024;20;Bovin;1;13;Loup non exclu;Oui;O;38-2020-09-14-006
CRETS-EN-BELLEDONNE;1;Belledonne Nord;;04/06/2024;23;Ovin;2;52;Loup non exclu;Oui;O;38-2020-09-14-006
ALLEVARD;1;Belledonne Nord;;26/06/2024;26;Ovin;1;1455;Indéterminé;Oui;O;38-2023-07-05-00002
CRETS-EN-BELLEDONNE;1;Belledonne Nord;;20/08/2024;34;Ovin;1;1452;Loup typé;Oui;O;38-2023-07-05-00002
LA CHAPELLE-DU-BARD;1;Belledonne Nord;;30/08/2024;35;Ovin;1;634;Loup non exclu;Oui;N;
ALLEVARD;1;Belledonne Nord;;05/09/2024;36;Ovin;1;1444;Loup non exclu;Oui;O;38-2023-07-05-00002
ALLEVARD;1;Belledonne Nord;;14/09/2024;37;Bovin;1;64;Loup non exclu;Oui;O;38-2024-07-16-00001
VAULNAVEYS-LE-HAUT;1;Belledonne Sud;Les Perrières;16/03/2024;11;Ovin;2;13;Loup non exclu;Oui;N;
VAULNAVEYS-LE-HAUT;1;Belledonne Sud;;01/06/2024;22;Ovin;2;2;Loup non exclu;Non indemnisable;N;
MURIANETTE;1;Belledonne Sud;;19/07/2024;29;Ovin;1;0;Indéterminé;Non indemnisable;O;38-2021-04-13-00013
VAULNAVEYS-LE-HAUT;1;Belledonne Sud;Les Perrières;30/07/2024;31;Ovin;3;8;Loup non exclu;Non indemnisable;N;
SAINT-MARTIN-D’URIAGE;1;Belledonne Sud;Route de Pinet;07/08/2024;32;Ovin;4;4;Loup non exclu;Non indemnisable;N;
SAINT-MARTIN-D’URIAGE;1;Belledonne Sud;112, rue du Tapas;15/10/2024;33;Ovin;1;4;Loup non exclu;Non indemnisable;N;
REVEL;1;Belledonne Sud;La Pra;25/10/2024;34;Ovin;1;1050;Indéterminé;Non indemnisable;O;38-2021-07-06-00009
SAINT-MARTIN-D’URIAGE;1;Belledonne Sud;Chemin de la Prolée;26/08/2024;35;Ovin;2;2;Indéterminé;Non indemnisable;N;
SAINT-MARTIN-D’URIAGE;1;Belledonne Sud;Impasse de la Libellule;26/08/2024;35;Ovin;5;8;Loup typé;Oui;N;
REVEL;1;Belledonne Sud;La Pra;26/08/2024;35;Ovin;1;1050;Indéterminé;Oui;O;38-2022-06-10-00006
BRIE-ET-ANGONNES;1;Belledonne Sud;;02/09/2024;36;Caprin;14;70;Loup non exclu;Oui;N;
SAINT-MARTIN-D’URIAGE;1;Belledonne Sud;;06/09/2024;36;Ovin;5;20;Loup non exclu;Oui;N;
REVEL;1;Belledonne Sud;La Plongée;05/09/2024;36;Ovin;1;1071;Loup non exclu;Oui;O;38-2021-07-06-00009
REVEL;1;Belledonne Sud;Le Bitou;16/09/2024;38;Ovin;3;1160;Loup non exclu;Oui;O;38-2021-07-06-00009
VIRIVILLE;1;Bièvre;;27/06/2024;26;Veau;1;20;Loup non exclu;Oui;O;38-2023-05-09-00017
IZEAUX;1;Bièvre;;21/07/2024;29;Veau;1;15;Indéterminé;Non - loup exclu;N;
IZEAUX;1;Bièvre;;22/07/2024;30;Veau;1;4;Indéterminé;Non - loup exclu;N;
SAINT-PIERRE-DE-BRESSIEUX;2;Chambarans;la Batie;25/02/2024;8;Ovin;2;30;Loup non exclu;Oui;N;
ROYBON;1;Chambarans;;02/05/2024;18;Ovin;3;11;Loup non exclu;Oui;N;
BESSINS;1;Chambarans;;29/05/2024;22;Bovin;1;35;Loup non exclu;Oui;O;38-2022-05-12-00012
ROYBON;1;Chambarans;;20/07/2024;29;Veau;1;92;Indéterminé;Oui;O;38-2022-08-17-00005
CRAS;1;Chambarans;;10/08/2024;32;Caprin;1;100;Indéterminé;Oui;N;
CRAS;1;Chambarans;;13/08/2024;33;Caprin;5;99;Loup typé;Oui;N;
ROYBON;1;Chambarans;;27/08/2024;35;Veau;1;85;Loup non exclu;Oui;O;38-2022-08-17-00005
ROYBON;1;Chambarans;;13/09/2024;37;Bovin;1;23;Loup non exclu;Oui;O;38-2022-05-12-00012
SAINT-PIERRE-DE-BRESSIEUX;2;Chambarans;;17/09/2024;38;Ovin;2;117;Indéterminé;Oui;N;
ROYBON;1;Chambarans;;17/10/2024;42;Veau;2;4;Loup non exclu;Oui;O;38-2024-10-22-00003
SAINT-MICHEL-DE-SAINT-GEOIRS;2;Chambarans;;10/11/2024;45;Veau;1;40;Indéterminé;Oui;N;
SAINT-ANTOINE-L’ABBAYE;1;Chambarans;;21/11/2024;47;Veau;1;13;Indéterminé;Non - loup exclu;O;38-2022-08-17-00005
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;;17/05/2024;20;Bovin;1;4;Indéterminé;Oui;N;
MERLAS;2;Chartreuse;Puits d’enfer;14/06/2024;24;Bovin;1;14;Indéterminé;Oui;O;38-2018-06-04-003
PLATEAU-DES-PETITES-ROCHES;1;Chartreuse;;30/06/2024;26;Ovin;1;1217;Loup non exclu;Oui;O;38-2023-02-17-00003
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;Pravouta;07/07/2024;27;Ovin;4;1211;Loup non exclu;Oui;O;38-2023-02-17-00003
SARCENAS;1;Chartreuse;;11/07/2024;28;Ovin;2;599;Loup non exclu;Oui;O;38-2024-07-12-00012
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;Grand Som;15/07/2024;29;Ovin;1;850;Loup non exclu;Oui;O;38-2022-04-29-00006
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;;22/07/2024;30;Ovin;1;639;Indéterminé;Oui;O;38-2024-07-12-00012
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;;02/08/2024;31;Ovin;2;66;Indéterminé;Oui;O;38-2022-03-15-00014
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;Marchandière;10/08/2024;32;Ovin;2;45;Indéterminé;Oui;O;38-2022-03-15-00014
SARCENAS;1;Chartreuse;Chamechaude;23/08/2024;34;Ovin;1;638;Loup typé;Oui;O;38-2024-07-12-00012
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;Col du Coq;27/08/2024;35;Canin;1;1190;Loup non exclu;Oui;O;38-2023-02-17-00003
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;Bellefond;02/09/2024;36;Ovin;1;840;Loup non exclu;Oui;O;38-2024-06-14-00007
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;Bellefond;06/09/2024;36;Ovin;1;840;Indéterminé;Oui;O;38-2024-06-14-00007
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;Bellefond;10/09/2024;37;Ovin;1;1;Loup non exclu;Oui;O;38-2024-06-14-00007
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;;19/09/2024;38;Ovin;2;800;Loup non exclu;Oui;O;38-2022-04-29-00006
SAINT-CHRISTOPHE-SUR-GUIERS;1;Chartreuse;;19/09/2024;38;Bovin;1;12;Indéterminé;Oui;O;38-2022-08-03-00002
SAINT-ETIENNE-DE-CROSSEY;2;Chartreuse;;16/11/2024;46;Veau;1;18;Loup non exclu;Oui;;
SAINT-PIERRE-DE-CHARTREUSE;1;Chartreuse;;27/11/2024;48;Ovin;1;40;Loup non exclu;Oui;O;38-2022-03-15-00014
LA BUISSE;2;Cluses de l'Isère;;31/08/2024;35;Bovin;1;18;Indéterminé;Non indemnisable;O;38-2018-06-04-003
LA BUISSE;2;Cluses de l'Isère;;11/09/2024;37;;1;17;Indéterminé;Oui;O;38-2018-06-04-003
SAINT-JEAN-DE-VAULX;1;Connex;;06/06/2024;23;Bovin;1;10;Loup non exclu;Oui;O;38-2018-10-31-003
